receipt_id,line_no,text,role
R00164,15,CGST @ 9%:                             34.15,TAX
R00164,16,SGST @ 9%:                             34.15,TAX
R00164,17,Round Off Adj:                          0.24,TAX
R00164,18,Bill Total:                          ₹448.00,TOTAL
R00164,19,--------------------------------------------,OTHER
R00164,20,Subject to local jurisdiction,FOOTER
R00165,0,ANNAPURNA RESTAURANT,VENDOR
R00165,1,"22 Koramangala 5th Blk, Bengaluru 560034",ADDRESS
R00165,2,Ph: 9845112233,ADDRESS
R00165,3,GST Reg No: 29AABCA1234M1ZQ,GSTIN
R00165,4,CASH MEMO,OTHER
R00165,5,--------------------------------------------,OTHER
R00165,6,Invoice Number: BILL-2024-46326,INVOICE
R00165,7,Invoice Date: 13-Feb-2025,DATE
R00165,8,--------------------------------------------,OTHER
R00165,9,Item                     Qty          Amount,OTHER
R00165,10,Biryani                    1          262.58,ITEM
R00165,11,Paneer Butter Masala       2          635.64,ITEM
R00165,12,"Veg Thali                  4        1,010.64",ITEM
R00165,13,Veg Thali                  3          769.41,ITEM
R00165,14,Veg Thali                  1          237.28,ITEM
R00165,15,Veg Thali                  1          177.56,ITEM
R00165,16,--------------------------------------------,OTHER
R00165,17,Total Qty: 12,OTHER
R00165,18,"Taxable Amount:                     3,093.11",SUBTOTAL
R00165,19,CGST @ 2.5%:                           77.33,TAX
R00165,20,SGST @ 2.5%:                           77.33,TAX
R00165,21,Round Off Adj:                          0.23,TAX
R00165,22,"Total Amount:                       3,248.00",TOTAL
R00165,23,--------------------------------------------,OTHER
R00165,24,THANK YOU VISIT AGAIN,FOOTER
R00165,25,Card Payment,FOOTER
R00166,0,PATEL STORES,VENDOR
R00166,1,"31 Adajan, Surat 395007",ADDRESS
R00166,2,Ph: 9825099001,ADDRESS
R00166,3,GSTIN: 24AAHCP6677V1Z8,GSTIN
R00166,4,GST INVOICE,OTHER
R00166,5,--------------------------------------------,OTHER
R00166,6,Dated: 15/02/2025,DATE
R00166,7,Cash Memo No: INV-2025-50591,INVOICE
R00166,8,--------------------------------------------,OTHER
R00166,9,Item                     Qty          Amount,OTHER
R00166,10,"Basmati Rice 5kg           2        1,402.48",ITEM
R00166,11,"Basmati Rice 5kg           4        1,703.12",ITEM
R00166,12,Sunflower Oil 1L           4          688.00,ITEM
R00166,13,"Basmati Rice 5kg           2        1,064.12",ITEM
R00166,14,Milk 1L                    2          135.84,ITEM
R00166,15,Atta 5kg                   2          542.56,ITEM
R00166,16,--------------------------------------------,OTHER
R00166,17,Total Qty: 16,OTHER
R00166,18,"Total Before Tax:                   5,536.12",SUBTOTAL
R00166,19,IGST @ 5%:                            276.81,TAX
R00166,20,Round Off Adj:                          0.07,TAX
R00166,21,"Bill Total:                        ₹5,813.00",TOTAL
R00166,22,--------------------------------------------,OTHER
R00166,23,THANK YOU VISIT AGAIN,FOOTER
R00167,0,Gujarat Enterprises,VENDOR
R00167,1,"7 CG Road, Ahmedabad 380009",ADDRESS
R00167,2,Ph: 9825011234,ADDRESS
R00167,3,GSTIN: 24AABCG2244U1ZA,GSTIN
R00167,4,GST INVOICE,OTHER
R00167,5,--------------------------------------------,OTHER
R00167,6,Inv No: TI-2024-71730,INVOICE
R00167,7,Invoice Date: 07-07-2025,DATE
R00167,8,--------------------------------------------,OTHER
R00167,9,Item                     Qty          Amount,OTHER
R00167,10,"Keyboard                   3        3,127.80",ITEM
R00167,11,HDMI Cable 2m              3          627.09,ITEM
R00167,12,HDMI Cable 2m              2          838.46,ITEM
R00167,13,--------------------------------------------,OTHER
R00167,14,Total Qty: 8,OTHER
R00167,15,"Subtotal:                           4,593.35",SUBTOTAL
R00167,16,CGST @ 9%:                            413.40,TAX
R00167,17,SGST @ 9%:                            413.40,TAX
R00167,18,Round Off:                             -0.15,TAX
R00167,19,"Grand Total:                        5,420.00",TOTAL
R00167,20,--------------------------------------------,OTHER
R00167,21,*** CUSTOMER COPY ***,FOOTER
R00167,22,Cash Payment,FOOTER
R00168,0,SHELL SELECT FUEL POINT,VENDOR
R00168,1,"Whitefield Main Rd, Bengaluru 560066",ADDRESS
R00168,2,Ph: 9845077889,ADDRESS
R00168,3,GST No.: 29AAACS9911A1ZI,GSTIN
R00168,4,TAX INVOICE,OTHER
R00168,5,--------------------------------------------,OTHER
R00168,6,Invoice Number: BILL-2024-75144,INVOICE
R00168,7,Dated: 07-Aug-2025,DATE
R00168,8,--------------------------------------------,OTHER
R00168,9,Product                 Litres          Amount,OTHER
R00168,10,"Petrol                    12        1,200.00",ITEM
R00168,11,"Petrol                    14        1,331.26",ITEM
R00168,12,--------------------------------------------,OTHER
R00168,13,"Sub Total:                          2,531.26",SUBTOTAL
R00168,14,Round Off:                             -0.26,TAX
R00168,15,"Bill Total:                        ₹2,531.00",TOTAL
R00168,16,--------------------------------------------,OTHER
R00168,17,*** CUSTOMER COPY ***,FOOTER
R00169,0,SARAVANA BHAVAN,VENDOR
R00169,1,"18 T Nagar, Chennai 600017",ADDRESS
R00169,2,Ph: 9840011223,ADDRESS
R00169,3,GST No.: 33AAECS7788N1ZJ,GSTIN
R00169,4,RETAIL INVOICE,OTHER
R00169,5,--------------------------------------------,OTHER
R00169,6,Inv No: RCPT-2025-03791,INVOICE
R00169,7,Bill Date: 24/04/2025,DATE
R00169,8,Table: 16   Covers: 5,OTHER
R00169,9,--------------------------------------------,OTHER
R00169,10,Item                     Qty          Amount,OTHER
R00169,11,Filter Coffee              4          155.64,ITEM
R00169,12,Veg Thali                  3          682.23,ITEM
R00169,13,Filter Coffee              2           99.52,ITEM
R00169,14,Masala Dosa                1          101.62,ITEM
R00169,15,Butter Naan                4          168.00,ITEM
R00169,16,--------------------------------------------,OTHER
R00169,17,"Subtotal:                           1,207.01",SUBTOTAL
R00169,18,CGST @ 2.5%:                           30.18,TAX
R00169,19,SGST @ 2.5%:                           30.17,TAX
R00169,20,Round Off:                             -0.36,TAX
R00169,21,"Total Amount:                      ₹1,267.00",TOTAL
R00169,22,--------------------------------------------,OTHER
R00169,23,Goods once sold will not be taken back,FOOTER
R00169,24,Cash Payment,FOOTER
R00170,0,ANNAPURNA RESTAURANT,VENDOR
R00170,1,"22 Koramangala 5th Blk, Bengaluru 560034",ADDRESS
R00170,2,Ph: 9845112233,ADDRESS
R00170,3,GSTIN/UIN: 29AABCA1234M1ZQ,GSTIN
R00170,4,GST INVOICE,OTHER
R00170,5,--------------------------------------------,OTHER
R00170,6,Receipt No: INV-2025-22268,INVOICE
R00170,7,Invoice Date: 20-07-2025,DATE
R00170,8,Table: 22   Covers: 2,OTHER
R00170,9,--------------------------------------------,OTHER
R00170,10,Item                     Qty          Amount,OTHER
R00170,11,Filter Coffee              1           50.94,ITEM
R00170,12,Masala Dosa                1          144.06,ITEM
R00170,13,Biryani                    1          271.11,ITEM
R00170,14,Filter Coffee              1           49.24,ITEM
R00170,15,Filter Coffee              3          112.35,ITEM
R00170,16,--------------------------------------------,OTHER
R00170,17,Taxable Value:                        627.70,SUBTOTAL
R00170,18,CGST @ 2.5%:                           15.70,TAX
R00170,19,SGST @ 2.5%:                           15.69,TAX
R00170,20,Round Off:                             -0.09,TAX
R00170,21,Net Payable:                         ₹659.00,TOTAL
R00170,22,--------------------------------------------,OTHER
R00170,23,THANK YOU VISIT AGAIN,FOOTER
R00170,24,UPI Payment,FOOTER
R00171,0,ANNAPURNA RESTAURANT,VENDOR
R00171,1,"22 Koramangala 5th Blk, Bengaluru 560034",ADDRESS
R00171,2,GSTIN/UIN: 29AABCA1234M1ZQ,GSTIN
R00171,3,TAX INVOICE,OTHER
R00171,4,--------------------------------------------,OTHER
R00171,5,Cash Memo No: TI-2025-97815,INVOICE
R00171,6,Bill Date: 07/01/2025,DATE
R00171,7,Table: 8   Covers: 8,OTHER
R00171,8,--------------------------------------------,OTHER
R00171,9,Item                     Qty          Amount,OTHER
R00171,10,Filter Coffee              2          118.44,ITEM
R00171,11,Masala Dosa                2          311.34,ITEM
R00171,12,Veg Thali                  3          637.95,ITEM
R00171,13,--------------------------------------------,OTHER
R00171,14,"Subtotal:                           1,067.73",SUBTOTAL
R00171,15,CGST @ 2.5%:                           26.70,TAX
R00171,16,SGST @ 2.5%:                           26.69,TAX
R00171,17,Rounding:                              -0.12,TAX
R00171,18,"Total:                              1,121.00",TOTAL
R00171,19,--------------------------------------------,OTHER
R00171,20,Subject to local jurisdiction,FOOTER
R00172,0,INDIAN OIL FUEL STATION,VENDOR
R00172,1,"OMR Perungudi, Chennai 600096",ADDRESS
R00172,2,Ph: 9840055667,ADDRESS
R00172,3,GSTIN: 33AAACI0123R1ZQ,GSTIN
R00172,4,GST INVOICE,OTHER
R00172,5,--------------------------------------------,OTHER
R00172,6,Inv No: BILL-2025-59040,INVOICE
R00172,7,Bill Date: 14.03.2025,DATE
R00172,8,--------------------------------------------,OTHER
R00172,9,Product                 Litres          Amount,OTHER
R00172,10,"Petrol                    28        2,906.40",ITEM
R00172,11,--------------------------------------------,OTHER
R00172,12,"Total Before Tax:                   2,906.40",SUBTOTAL
R00172,13,Round Off Adj:                         -0.40,TAX
R00172,14,"Total:                             ₹2,906.00",TOTAL
R00172,15,--------------------------------------------,OTHER
R00172,16,Goods once sold will not be taken back,FOOTER
R00173,0,SARAVANA BHAVAN,VENDOR
R00173,1,"18 T Nagar, Chennai 600017",ADDRESS
R00173,2,Ph: 9840011223,ADDRESS
R00173,3,GST No.: 33AAECS7788N1ZJ,GSTIN
R00173,4,CASH MEMO,OTHER
R00173,5,--------------------------------------------,OTHER
R00173,6,Date of Supply: 22.03.2025,DATE
R00173,7,Inv No: TI-2024-06158,INVOICE
R00173,8,Table: 18   Covers: 4,OTHER
R00173,9,--------------------------------------------,OTHER
R00173,10,Item                     Qty          Amount,OTHER
R00173,11,Paneer Butter Masala       2          388.12,ITEM
R00173,12,Filter Coffee              4          152.40,ITEM
R00173,13,--------------------------------------------,OTHER
R00173,14,Total Before Tax:                     540.52,SUBTOTAL
R00173,15,CGST @ 2.5%:                           13.52,TAX
R00173,16,SGST @ 2.5%:                           13.51,TAX
R00173,17,Round Off:                              0.45,TAX
R00173,18,Bill Total:                          ₹568.00,TOTAL
R00173,19,--------------------------------------------,OTHER
R00173,20,Thank you for your business,FOOTER
R00173,21,Card Payment,FOOTER
R00174,0,Deccan Office Supplies,VENDOR
R00174,1,"12 Madhapur, Hyderabad 500032",ADDRESS
R00174,2,Ph: 9848077665,ADDRESS
R00174,3,GSTIN: 36AAGCD8899T1Z8,GSTIN
R00174,4,GST INVOICE,OTHER
R00174,5,--------------------------------------------,OTHER
R00174,6,Receipt No: TI-2024-43601,INVOICE
R00174,7,"Dated: May 11, 2025",DATE
R00174,8,--------------------------------------------,OTHER
R00174,9,Item                     Qty          Amount,OTHER
R00174,10,Notebook 200pg             4          268.16,ITEM
R00174,11,"Printer Ink                4        1,984.80",ITEM
R00174,12,"A4 Paper Ream              4        1,233.24",ITEM
R00174,13,A4 Paper Ream              2          447.30,ITEM
R00174,14,--------------------------------------------,OTHER
R00174,15,"Taxable Value:                      3,933.50",SUBTOTAL
R00174,16,CGST @ 9%:                            354.02,TAX
R00174,17,SGST @ 9%:                            354.01,TAX
R00174,18,Round Off:                              0.47,TAX
R00174,19,"Grand Total:                       ₹4,642.00",TOTAL
R00174,20,--------------------------------------------,OTHER
R00174,21,Thank you for your business,FOOTER
R00174,22,UPI Payment,FOOTER
R00175,0,GANGA DEPARTMENTAL STORE,VENDOR
R00175,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00175,2,Ph: 9839066554,ADDRESS
R00175,3,GST Reg No: 09AABCG5566Z1ZD,GSTIN
R00175,4,RETAIL INVOICE,OTHER
R00175,5,--------------------------------------------,OTHER
R00175,6,Receipt No: RCPT-2025-49894,INVOICE
R00175,7,Bill Date: 04-04-2025,DATE
R00175,8,--------------------------------------------,OTHER
R00175,9,Item                     Qty          Amount,OTHER
R00175,10,Toor Dal 1kg               2          242.66,ITEM
R00175,11,Sugar 1kg                  4          211.12,ITEM
R00175,12,Sunflower Oil 1L           4          550.60,ITEM
R00175,13,Milk 1L                    3          158.73,ITEM
R00175,14,Sugar 1kg                  2           94.74,ITEM
R00175,15,--------------------------------------------,OTHER
R00175,16,"Taxable Value:                      1,257.85",SUBTOTAL
R00175,17,CGST @ 2.5%:                           31.45,TAX
R00175,18,SGST @ 2.5%:                           31.44,TAX
R00175,19,Rounding:                               0.26,TAX
R00175,20,"Net Payable:                       ₹1,321.00",TOTAL
R00175,21,--------------------------------------------,OTHER
R00175,22,THANK YOU VISIT AGAIN,FOOTER
R00176,0,SARAVANA BHAVAN,VENDOR
R00176,1,"18 T Nagar, Chennai 600017",ADDRESS
R00176,2,Ph: 9840011223,ADDRESS
R00176,3,GST No.: 33AAECS7788N1ZJ,GSTIN
R00176,4,CASH MEMO,OTHER
R00176,5,--------------------------------------------,OTHER
R00176,6,Invoice Number: TI-2025-73516,INVOICE
R00176,7,Bill Date: 2025-01-09,DATE
R00176,8,--------------------------------------------,OTHER
R00176,9,Item                     Qty          Amount,OTHER
R00176,10,Biryani                    1          215.93,ITEM
R00176,11,Butter Naan                1           74.83,ITEM
R00176,12,--------------------------------------------,OTHER
R00176,13,Total Qty: 2,OTHER
R00176,14,Total Before Tax:                     290.76,SUBTOTAL
R00176,15,CGST @ 2.5%:                            7.27,TAX
R00176,16,SGST @ 2.5%:                            7.27,TAX
R00176,17,Round Off Adj:                         -0.30,TAX
R00176,18,Total Amount:                        ₹305.00,TOTAL
R00176,19,--------------------------------------------,OTHER
R00176,20,Thank you for your business,FOOTER
R00177,0,PATEL STORES,VENDOR
R00177,1,"31 Adajan, Surat 395007",ADDRESS
R00177,2,Ph: 9825099001,ADDRESS
R00177,3,GSTIN/UIN: 24AAHCP6677V1Z8,GSTIN
R00177,4,CASH MEMO,OTHER
R00177,5,--------------------------------------------,OTHER
R00177,6,"Date: Jun 06, 2025",DATE
R00177,7,Receipt No: INV-2024-89668,INVOICE
R00177,8,--------------------------------------------,OTHER
R00177,9,Item                     Qty          Amount,OTHER
R00177,10,Toor Dal 1kg               3          426.69,ITEM
R00177,11,Sugar 1kg                  3          153.51,ITEM
R00177,12,Sugar 1kg                  2          106.88,ITEM
R00177,13,--------------------------------------------,OTHER
R00177,14,Total Qty: 8,OTHER
R00177,15,Taxable Amount:                       687.08,SUBTOTAL
R00177,16,CGST @ 2.5%:                           17.18,TAX
R00177,17,SGST @ 2.5%:                           17.17,TAX
R00177,18,Round Off:                             -0.43,TAX
R00177,19,Net Payable:                         ₹721.00,TOTAL
R00177,20,--------------------------------------------,OTHER
R00177,21,THANK YOU VISIT AGAIN,FOOTER
R00177,22,Cash Payment,FOOTER
R00178,0,PARK STREET CAFE,VENDOR
R00178,1,"40 Park Street, Kolkata 700017",ADDRESS
R00178,2,Ph: 9830044332,ADDRESS
R00178,3,GST No.: 19AAFCP7890X1ZW,GSTIN
R00178,4,TAX INVOICE,OTHER
R00178,5,--------------------------------------------,OTHER
R00178,6,Invoice No: INV-2025-08288,INVOICE
R00178,7,Date: 30.06.2025,DATE
R00178,8,--------------------------------------------,OTHER
R00178,9,Item                     Qty          Amount,OTHER
R00178,10,"Biryani                    4        1,356.16",ITEM
R00178,11,Filter Coffee              3          114.57,ITEM
R00178,12,Masala Dosa                3          365.34,ITEM
